from_city,to_city,airline,days_from_today,departure_hour,day_of_week,seats,stops,is_weekend,base_price,demand_index,price
CCU,MAA,Akasa,43,9,5,150,0,0,4625,0.758,3743
DEL,BOM,Akasa,51,9,5,150,0,0,4055,0.582,2606
BOM,HYD,AirIndia,7,6,5,150,0,1,5934,1.289,8279
HYD,MAA,IndiGo,36,6,1,180,0,1,4361,0.951,4010
MAA,BLR,AirIndia,49,9,1,150,0,0,3714,0.577,2242
BLR,MAA,Vistara,49,9,6,200,0,1,6734,0.637,4254
HYD,BOM,Vistara,55,12,3,200,0,1,4428,0.549,2415
HYD,MAA,Akasa,26,6,5,180,0,0,6604,1.032,5601
MAA,BOM,IndiGo,1,21,5,150,0,0,6869,1.461,9979
CCU,BLR,Akasa,26,18,0,150,0,0,7012,1.069,8180
HYD,MAA,Akasa,22,12,3,180,0,0,7065,1.13,8347
BLR,DEL,Vistara,35,9,2,200,0,0,4894,0.952,5031
BLR,BOM,AirIndia,45,12,0,150,1,0,4737,0.827,4669
CCU,BLR,AirIndia,53,6,1,150,0,1,4951,0.647,2752
BOM,DEL,AirIndia,5,21,4,180,0,1,4570,1.419,6748
HYD,CCU,AirIndia,14,21,3,200,1,1,5636,1.286,6573
BOM,MAA,Akasa,43,6,5,150,1,1,6178,0.773,4827
BLR,CCU,Vistara,51,6,0,180,1,1,5150,0.702,3432
DEL,BLR,Akasa,34,21,0,180,0,1,6720,0.898,6477
HYD,CCU,AirIndia,11,18,6,200,1,0,7235,1.386,9566
CCU,DEL,AirIndia,54,18,2,180,1,0,6363,0.559,3758
CCU,HYD,IndiGo,25,21,1,150,1,1,5830,1.085,5827
DEL,HYD,IndiGo,41,21,1,180,1,0,4918,0.881,4346
HYD,BLR,AirIndia,38,18,5,200,1,0,7496,0.83,5885
HYD,DEL,IndiGo,56,18,4,150,1,0,4148,0.633,2380
MAA,BOM,Vistara,27,12,5,180,0,0,4139,1.085,4526
MAA,HYD,Vistara,59,12,0,200,0,1,4502,0.561,2506
HYD,BLR,AirIndia,8,12,1,150,1,0,5684,1.345,7544
HYD,CCU,AirIndia,29,12,3,150,1,0,5413,1.113,7170
BOM,DEL,IndiGo,5,6,1,150,1,0,4337,1.41,6712
HYD,BOM,AirIndia,47,21,1,200,0,1,6091,0.66,4504
CCU,DEL,Akasa,18,6,6,150,1,0,4345,1.233,5074
CCU,BOM,AirIndia,42,6,5,180,1,1,5849,0.82,4565
MAA,DEL,AirIndia,14,6,1,150,0,0,4803,1.26,6938
BOM,MAA,Vistara,15,9,3,150,0,0,3612,1.219,4390
DEL,BOM,Akasa,9,18,5,180,1,1,7076,1.404,10276
DEL,BOM,Akasa,21,12,6,200,1,1,7138,1.249,8973
HYD,BOM,Vistara,46,21,6,200,1,1,5004,0.803,4329
CCU,HYD,IndiGo,24,6,6,180,1,0,6119,1.089,6658
MAA,HYD,Vistara,10,6,1,180,0,0,7294,1.294,10922
CCU,BLR,AirIndia,59,6,3,150,1,0,6119,0.532,3241
BOM,HYD,Akasa,8,6,3,200,1,1,7369,1.492,11919
HYD,DEL,Vistara,42,12,4,150,1,0,6213,0.785,4469
BOM,DEL,AirIndia,12,21,4,200,0,1,5553,1.285,7252
CCU,BLR,AirIndia,10,9,1,150,1,0,4024,1.36,5547
CCU,BLR,AirIndia,29,18,4,200,0,0,7087,0.981,7138
BLR,BOM,AirIndia,18,18,5,150,0,1,5873,1.175,8072
DEL,BOM,Akasa,13,21,2,150,0,0,4989,1.266,7497
CCU,BOM,Vistara,46,18,0,200,1,0,4978,0.666,3272
CCU,MAA,Akasa,44,12,3,180,1,0,7480,0.728,5749
MAA,DEL,Akasa,16,9,6,200,1,0,4681,1.268,5575
BLR,HYD,AirIndia,11,6,1,200,1,0,5802,1.293,8415
MAA,HYD,Akasa,32,21,0,150,0,1,6758,0.936,6802
BLR,BOM,Vistara,22,18,1,180,0,1,6742,1.149,8449
DEL,CCU,IndiGo,57,12,5,180,1,1,6612,0.543,3936
HYD,BLR,AirIndia,57,9,2,200,1,0,5708,0.438,2289
BOM,HYD,Akasa,34,9,3,180,1,0,4384,0.859,3936
BLR,DEL,Vistara,38,6,1,200,1,0,4067,0.889,3539
DEL,CCU,IndiGo,45,12,2,200,1,0,4753,0.64,2866
DEL,BLR,Akasa,34,21,3,150,0,1,7318,0.991,7098
CCU,MAA,IndiGo,18,9,0,200,1,1,5072,1.248,6249
BOM,DEL,IndiGo,23,12,5,150,1,0,5230,1.202,6550
DEL,BLR,Akasa,21,9,1,150,0,1,4120,1.263,5102
MAA,BOM,AirIndia,52,21,5,200,0,0,6383,0.629,3927
BOM,HYD,AirIndia,58,6,2,200,1,0,5401,0.59,2842
BOM,MAA,AirIndia,54,12,2,180,0,0,7085,0.602,4219
MAA,CCU,AirIndia,8,6,3,180,0,0,6098,1.368,8168
BOM,MAA,Vistara,7,21,2,180,0,1,3717,1.306,5080
CCU,BOM,Akasa,1,21,3,200,1,1,4219,1.506,6396
BLR,MAA,AirIndia,17,12,0,180,0,1,4094,1.19,5075
MAA,DEL,IndiGo,51,6,3,180,0,0,6274,0.614,3446
MAA,HYD,AirIndia,49,6,3,180,0,0,3647,0.7,2836
CCU,BOM,Akasa,53,21,1,180,1,1,4025,0.584,2304
HYD,MAA,IndiGo,48,6,1,150,1,0,5442,0.656,3629
BLR,MAA,IndiGo,10,18,6,150,0,0,4658,1.313,6515
DEL,BOM,IndiGo,28,12,0,180,0,1,3959,1.138,4636
BLR,HYD,Akasa,21,18,6,200,1,1,3981,1.105,4490
MAA,DEL,Vistara,19,12,4,150,1,0,3565,1.146,3864
BOM,MAA,AirIndia,57,6,5,180,0,0,7337,0.524,3385
MAA,DEL,Vistara,39,9,2,150,1,1,3597,0.937,3255
MAA,HYD,IndiGo,59,9,0,200,0,1,5537,0.51,2869
MAA,CCU,Vistara,60,21,2,150,1,0,4788,0.504,2518
BOM,CCU,AirIndia,50,9,6,200,1,0,7256,0.659,5254
BLR,BOM,IndiGo,22,9,1,200,0,0,5289,1.165,6208
BOM,HYD,Vistara,39,12,3,180,0,1,4932,0.853,3823
BOM,BLR,Vistara,59,18,5,150,1,0,4623,0.492,2127
MAA,CCU,Akasa,50,21,1,180,1,1,7462,0.754,5465
MAA,BLR,Vistara,39,12,5,150,1,0,5547,0.784,4556
MAA,DEL,IndiGo,42,6,5,200,1,0,4037,0.797,2682
MAA,DEL,IndiGo,27,21,0,200,1,1,6294,1.096,7953
CCU,MAA,AirIndia,17,6,1,180,0,1,5131,1.174,5613
HYD,MAA,IndiGo,47,18,3,150,0,1,4061,0.721,3447
BLR,BOM,AirIndia,44,21,0,150,1,0,4095,0.839,4078
DEL,HYD,AirIndia,17,6,4,180,0,0,5704,1.279,7422
MAA,BOM,AirIndia,22,9,5,150,0,1,6772,1.136,7930
BLR,HYD,Akasa,20,6,0,180,0,0,5491,1.24,6761
BLR,CCU,Vistara,52,6,6,200,0,0,5205,0.553,2638
CCU,MAA,AirIndia,20,12,0,200,0,1,7126,1.173,8541
MAA,BOM,Vistara,53,12,5,200,0,1,5879,0.539,3256
DEL,BLR,AirIndia,18,21,1,180,0,1,3571,1.282,4522
HYD,BLR,Akasa,23,6,1,180,0,1,3850,1.069,4170
HYD,CCU,AirIndia,46,12,5,180,1,1,5377,0.758,4600
DEL,BOM,Vistara,27,21,3,180,0,1,7125,0.983,6558
BLR,CCU,Vistara,30,9,3,200,1,0,6687,1.0,7467
DEL,MAA,Akasa,40,12,4,200,1,1,4742,0.871,3879
BOM,MAA,AirIndia,25,21,3,180,1,0,3772,1.037,3863
HYD,BOM,AirIndia,4,18,1,200,1,1,6642,1.359,9677
MAA,CCU,IndiGo,21,12,3,200,1,1,5420,1.086,5580
MAA,BLR,Vistara,5,21,5,200,1,0,6528,1.423,8673
HYD,BOM,Vistara,52,9,5,180,1,1,5498,0.713,3746
DEL,CCU,Akasa,8,6,1,200,1,0,4782,1.31,5788
HYD,BOM,Vistara,30,18,6,150,0,1,6072,1.043,5581
MAA,CCU,IndiGo,60,6,2,180,0,0,5621,0.498,2747
DEL,BLR,AirIndia,3,18,0,200,1,1,5844,1.39,6186
DEL,BOM,IndiGo,33,18,6,200,0,1,5241,0.939,5482
HYD,CCU,Vistara,52,21,2,150,0,1,6972,0.637,4605
BLR,CCU,AirIndia,27,18,6,200,1,1,4808,1.08,4245
BLR,MAA,IndiGo,42,12,5,180,1,0,4105,0.84,3336
BLR,HYD,AirIndia,6,9,2,180,0,1,5898,1.363,9241
BOM,CCU,Vistara,45,18,4,150,0,1,5857,0.745,3851
BOM,BLR,Akasa,55,21,3,150,1,1,6498,0.608,3987
HYD,DEL,Akasa,18,21,1,180,1,0,6529,1.16,7688
BOM,BLR,AirIndia,42,18,5,200,1,1,4640,0.857,4098
MAA,BOM,IndiGo,60,9,1,180,0,1,5758,0.481,2718
MAA,BLR,Vistara,6,9,0,180,1,1,4010,1.365,4857
DEL,BLR,Vistara,39,12,3,150,1,0,6931,0.935,6080
HYD,CCU,Vistara,23,18,0,180,1,1,6812,1.24,9294
BLR,HYD,IndiGo,9,9,0,180,0,1,4714,1.297,6619
CCU,DEL,AirIndia,13,6,2,150,0,1,7137,1.364,8844
BLR,HYD,IndiGo,9,18,1,150,0,1,5501,1.424,7902
BOM,MAA,AirIndia,47,21,2,200,1,0,7382,0.706,4883
HYD,BLR,Vistara,48,12,4,200,0,1,3765,0.747,3161
HYD,CCU,Vistara,25,9,2,200,1,1,4015,1.127,4403
HYD,CCU,IndiGo,6,21,4,150,0,0,5562,1.375,8444
MAA,BLR,IndiGo,5,6,5,200,0,0,4875,1.481,7881
CCU,BOM,AirIndia,6,6,1,180,1,0,7327,1.49,11128
BLR,DEL,IndiGo,50,18,6,200,0,0,6186,0.69,4407
MAA,BOM,AirIndia,40,18,0,150,1,0,7477,0.921,6741
CCU,BOM,Vistara,35,18,6,180,0,1,6129,0.899,5718
HYD,MAA,IndiGo,14,21,4,180,1,1,6745,1.273,8737
DEL,BLR,AirIndia,3,9,1,150,0,0,5219,1.477,7522
MAA,BLR,Vistara,5,9,0,200,1,0,4334,1.416,5266
BLR,MAA,IndiGo,42,12,2,180,1,0,3612,0.812,2955
MAA,CCU,AirIndia,54,6,6,180,0,1,6076,0.69,4468
BOM,BLR,IndiGo,53,12,3,150,1,1,3919,0.656,2732
BLR,BOM,Akasa,12,12,1,150,0,1,4290,1.274,5420
MAA,CCU,Vistara,54,9,2,200,0,0,6302,0.653,4795
BOM,CCU,Akasa,32,18,3,150,1,1,7437,0.948,7292
MAA,BOM,Akasa,36,12,6,200,1,0,3875,1.016,3789
CCU,DEL,IndiGo,19,18,1,150,1,1,7082,1.238,8129
DEL,MAA,Akasa,12,9,6,200,0,0,6287,1.256,7725
BOM,HYD,AirIndia,53,6,6,180,0,1,3700,0.591,2406
BLR,DEL,AirIndia,22,6,2,180,0,1,6931,1.166,7817
CCU,MAA,Vistara,50,9,4,150,0,1,5881,0.738,3985
MAA,HYD,Akasa,54,6,6,180,0,0,7451,0.641,4475
DEL,CCU,IndiGo,49,9,0,150,0,0,7239,0.693,5224
MAA,CCU,AirIndia,12,21,6,150,1,0,5529,1.275,7084
HYD,MAA,IndiGo,16,6,0,200,0,1,4562,1.287,5687
CCU,DEL,AirIndia,17,6,5,150,0,0,6483,1.161,6890
DEL,BOM,Akasa,12,21,3,180,1,0,4929,1.33,6838
HYD,BLR,IndiGo,20,21,6,200,0,0,7038,1.142,7449
HYD,BLR,AirIndia,37,18,6,180,0,1,6888,1.0,7694
BOM,DEL,Vistara,37,21,1,200,1,0,3627,0.808,3105
DEL,HYD,IndiGo,29,18,0,200,0,0,7190,1.023,6740
CCU,BOM,Akasa,42,9,0,150,0,0,4098,0.8,3570
BLR,HYD,IndiGo,20,12,6,150,0,1,6999,1.124,7322
HYD,CCU,Vistara,45,9,6,150,1,1,3824,0.74,2686
DEL,BOM,Vistara,30,9,0,200,1,0,7374,1.057,8272
BLR,MAA,IndiGo,58,21,4,180,1,0,4692,0.522,2094
DEL,HYD,AirIndia,43,9,3,180,1,1,4849,0.862,3355
HYD,CCU,AirIndia,54,6,1,150,0,1,5025,0.653,3688
BOM,DEL,AirIndia,57,6,0,180,0,1,4908,0.501,2504
HYD,BLR,IndiGo,55,21,0,180,1,1,6064,0.589,3488
BLR,DEL,Vistara,14,9,3,180,0,1,4999,1.239,5771
BOM,HYD,Akasa,54,12,4,150,1,0,4654,0.554,2423
HYD,MAA,Vistara,30,9,0,200,0,0,4430,0.992,4312
HYD,MAA,IndiGo,41,18,0,200,1,1,6198,0.8,4691
CCU,HYD,IndiGo,58,6,1,200,1,0,5085,0.495,2245
HYD,MAA,IndiGo,22,12,2,200,0,0,5658,1.213,6621
CCU,DEL,Akasa,60,18,5,200,0,1,5295,0.489,2290
DEL,BLR,Vistara,60,6,5,180,1,0,5517,0.503,2662
BLR,CCU,IndiGo,36,12,6,180,0,0,4780,0.881,3938
BOM,DEL,Akasa,8,9,1,150,0,1,6798,1.298,7461
BOM,BLR,Vistara,29,21,4,200,1,0,5244,0.972,5293
BLR,MAA,Vistara,36,21,0,200,1,1,6969,0.935,6391
CCU,BOM,Akasa,9,6,4,200,0,0,4102,1.339,5782
BOM,HYD,Akasa,26,21,3,200,0,1,6480,0.997,4635
BLR,BOM,Vistara,27,9,0,150,0,1,4557,1.012,4601
MAA,CCU,Vistara,30,18,2,150,1,1,7354,0.913,6727
CCU,MAA,IndiGo,51,18,1,200,1,0,6094,0.592,3534
HYD,CCU,Vistara,11,9,4,200,1,1,6783,1.338,8959
BLR,HYD,IndiGo,45,9,3,180,1,1,7249,0.784,5974
MAA,BOM,Akasa,15,6,3,150,0,0,4230,1.215,5301
BOM,CCU,AirIndia,42,21,2,150,0,0,6574,0.779,5449
CCU,BOM,Vistara,36,12,3,150,0,1,4062,0.903,3266
BLR,BOM,Vistara,39,6,1,150,1,0,5072,0.835,4261
BOM,BLR,IndiGo,59,6,2,200,0,1,5614,0.538,3008
BLR,CCU,Akasa,58,12,3,150,0,0,4370,0.603,2745
BLR,DEL,Vistara,23,21,0,180,1,1,7377,1.142,8697
BOM,CCU,Vistara,21,6,4,200,0,1,3559,1.17,3862
BLR,MAA,Vistara,27,12,0,150,0,1,5594,1.03,5178
CCU,MAA,Akasa,9,6,6,180,1,1,4153,1.381,4870
CCU,MAA,IndiGo,42,18,2,200,0,0,5391,0.842,4185
HYD,CCU,IndiGo,8,12,6,200,1,1,6476,1.28,7752
BOM,CCU,Vistara,59,12,0,200,1,1,5078,0.535,2895
DEL,BOM,Vistara,53,9,0,200,0,1,6695,0.564,3517
MAA,BLR,Vistara,59,21,2,200,0,0,4498,0.545,2446
DEL,CCU,Vistara,26,21,1,200,1,1,3835,1.097,4136
BOM,MAA,AirIndia,11,9,3,180,0,0,6178,1.315,7683
BOM,DEL,Akasa,18,18,1,180,1,1,4584,1.22,5537
MAA,BLR,IndiGo,41,6,1,180,1,1,4764,0.844,4151
BLR,DEL,Akasa,42,12,4,150,0,0,6106,0.714,4315
BLR,CCU,Vistara,33,6,4,200,0,0,3738,0.948,3910
BLR,HYD,IndiGo,18,18,3,150,0,0,6449,1.171,7321
BOM,MAA,Vistara,36,12,6,180,0,1,5323,0.878,4704
MAA,DEL,Vistara,11,9,6,180,1,1,5922,1.291,7460
CCU,MAA,IndiGo,1,18,4,200,1,1,4174,1.507,5511
BLR,HYD,AirIndia,21,21,2,180,1,1,3544,1.146,4339
BOM,HYD,Akasa,45,9,5,180,0,0,4753,0.741,3361
BLR,BOM,IndiGo,47,18,4,200,1,0,5042,0.72,3882
HYD,CCU,IndiGo,6,21,6,150,1,1,3908,1.376,4478
HYD,CCU,AirIndia,31,12,6,200,0,1,3717,1.115,3817
DEL,BOM,Vistara,16,6,1,200,0,0,4318,1.183,4864
BLR,DEL,AirIndia,33,9,1,150,1,1,5805,0.98,5114
CCU,BLR,Vistara,8,9,1,200,0,0,6524,1.4,8503
BLR,HYD,AirIndia,17,6,3,180,0,0,7300,1.174,7939
MAA,HYD,Vistara,60,6,0,150,0,1,7255,0.465,3576
BLR,HYD,IndiGo,40,18,2,150,1,0,4576,0.817,3685
MAA,BOM,Akasa,40,6,2,150,0,1,6510,0.904,5320
MAA,BOM,IndiGo,9,6,0,200,0,1,5762,1.338,8002
DEL,BLR,Vistara,44,9,6,180,0,0,6536,0.687,4555
DEL,MAA,IndiGo,19,12,2,180,1,1,4574,1.15,5422
MAA,BOM,AirIndia,27,12,1,200,1,0,5767,1.052,6471
BLR,MAA,IndiGo,10,12,3,180,1,0,6620,1.379,8957
MAA,HYD,Vistara,15,6,1,200,1,0,6251,1.139,7922
BLR,CCU,Akasa,14,12,0,180,0,1,7406,1.283,9322
HYD,BOM,Vistara,16,21,0,180,1,0,4528,1.25,5562
CCU,DEL,AirIndia,60,18,5,150,0,1,5913,0.531,2637
HYD,MAA,Akasa,15,12,6,150,1,1,5760,1.28,6477
HYD,BOM,AirIndia,47,12,6,150,1,1,6862,0.777,4936
DEL,CCU,AirIndia,38,6,0,180,1,0,5169,0.929,5397
CCU,BLR,Vistara,39,12,1,180,0,0,5334,0.797,3777
CCU,MAA,IndiGo,54,6,5,200,1,0,4721,0.542,2586
DEL,MAA,Akasa,13,18,4,150,0,0,4039,1.25,5126
MAA,HYD,Vistara,14,12,6,180,1,1,7148,1.244,7778
BLR,CCU,AirIndia,24,21,1,150,0,1,7259,1.256,9128
CCU,BLR,Vistara,12,18,5,150,1,1,5150,1.248,5823
MAA,HYD,AirIndia,6,9,0,150,1,0,7427,1.359,9894
CCU,DEL,IndiGo,39,9,2,200,1,1,3579,0.832,2891
BOM,CCU,IndiGo,30,9,3,200,1,0,5128,0.984,5563
HYD,BLR,Akasa,34,9,6,150,0,1,6414,0.881,4803
MAA,BLR,IndiGo,6,9,3,180,0,0,7460,1.459,12075
HYD,BOM,Vistara,4,18,3,180,0,0,4169,1.423,6118
BLR,CCU,Vistara,43,12,0,200,0,1,6107,0.746,4382
CCU,MAA,IndiGo,16,12,4,200,0,0,6142,1.234,8280
MAA,BOM,Vistara,56,6,4,150,1,1,5558,0.526,2969
MAA,HYD,Vistara,59,21,0,150,1,1,6771,0.467,3427
BOM,DEL,AirIndia,16,18,2,180,0,0,6578,1.225,7481
DEL,HYD,Akasa,34,12,0,200,1,1,4093,0.9,3221
BOM,DEL,IndiGo,37,9,0,200,1,0,7137,0.925,6860
DEL,HYD,IndiGo,15,12,1,150,1,1,5194,1.299,6184
MAA,DEL,AirIndia,36,9,1,180,1,1,6437,0.963,6871
MAA,CCU,IndiGo,29,12,5,200,1,0,7081,1.104,8312
MAA,DEL,Vistara,45,12,2,200,0,0,3552,0.7,2406
BLR,HYD,Akasa,48,9,6,180,0,0,4309,0.675,2585
BLR,MAA,AirIndia,36,18,6,200,1,0,4036,0.904,4090
DEL,BOM,Akasa,27,21,2,180,1,0,7106,1.064,6830
MAA,CCU,IndiGo,19,21,2,180,1,1,5137,1.254,5874
MAA,BLR,AirIndia,15,9,1,180,1,1,5747,1.194,6831
HYD,BLR,IndiGo,14,9,4,200,0,1,5576,1.275,6733
HYD,CCU,AirIndia,45,12,0,200,1,1,4191,0.721,3145
BOM,DEL,AirIndia,8,18,5,180,1,0,3912,1.392,6056
DEL,CCU,IndiGo,38,21,0,150,0,1,6241,0.877,5335
CCU,HYD,AirIndia,12,18,6,180,0,0,4619,1.178,5525
BLR,BOM,AirIndia,23,9,1,180,1,1,4465,1.274,5627
DEL,BLR,Vistara,52,18,5,150,1,0,7111,0.718,4959
BOM,CCU,Akasa,56,21,3,180,1,0,3591,0.582,1906
CCU,MAA,AirIndia,30,12,1,180,1,1,4096,1.036,4079
BLR,BOM,Akasa,23,18,1,150,1,0,4682,1.179,5260
MAA,BLR,AirIndia,2,12,4,200,0,0,6130,1.491,9802
HYD,DEL,Vistara,9,6,4,180,1,1,5094,1.372,7728
CCU,HYD,IndiGo,42,18,2,180,1,0,6446,0.81,5367
DEL,MAA,AirIndia,47,21,0,180,1,1,6139,0.702,4474
DEL,MAA,AirIndia,43,18,3,200,1,1,3805,0.749,2706
MAA,HYD,AirIndia,20,9,5,180,1,1,4925,1.101,4456
CCU,BOM,IndiGo,9,18,0,200,1,1,7207,1.366,10307
DEL,CCU,Vistara,51,6,3,150,0,1,6485,0.651,4757
DEL,BOM,Vistara,12,6,1,150,1,1,4801,1.262,6109
BLR,DEL,AirIndia,8,18,0,180,0,1,6993,1.398,9435
CCU,HYD,AirIndia,52,12,5,150,1,0,4214,0.616,2964
MAA,BOM,Vistara,6,6,3,150,0,0,6247,1.36,8106
CCU,HYD,Akasa,46,9,6,200,0,1,4532,0.748,3613
BLR,CCU,IndiGo,40,18,2,150,1,1,6599,0.8,5333
HYD,BLR,IndiGo,17,12,6,150,1,0,5614,1.122,6573
BOM,DEL,IndiGo,53,12,4,150,0,0,4736,0.575,3143
DEL,MAA,AirIndia,28,12,5,180,1,0,7461,1.057,8274
BOM,DEL,Akasa,48,9,0,200,0,1,4003,0.695,2478
BOM,CCU,AirIndia,31,6,4,150,1,1,5564,0.879,4236
BLR,DEL,AirIndia,30,9,2,180,0,0,5831,0.998,5652
CCU,MAA,IndiGo,31,9,6,200,1,1,4950,0.987,4942
CCU,HYD,AirIndia,60,9,3,200,1,0,3956,0.413,1632
BOM,BLR,Akasa,52,6,3,150,0,1,7274,0.702,5054
BLR,CCU,AirIndia,46,21,1,200,1,1,5520,0.796,4383
BOM,DEL,IndiGo,18,12,4,180,0,1,4925,1.207,5917
MAA,DEL,Vistara,49,12,5,180,0,0,6224,0.69,4214
MAA,DEL,Vistara,44,21,2,180,1,1,4118,0.793,2894
CCU,BLR,AirIndia,45,18,6,180,1,1,5123,0.778,4620
HYD,CCU,AirIndia,54,12,3,200,0,1,4385,0.668,3050
CCU,BOM,Akasa,54,6,6,200,1,0,6111,0.626,4154
MAA,BOM,Akasa,21,6,1,150,1,0,5424,1.113,6474
CCU,BLR,AirIndia,60,21,3,150,0,1,7014,0.517,3614
HYD,CCU,IndiGo,31,21,5,200,1,1,6735,0.926,5642
HYD,CCU,AirIndia,42,12,4,180,0,1,6300,0.729,4425
BLR,DEL,Vistara,54,9,3,180,1,0,7181,0.512,4120
BLR,CCU,AirIndia,38,6,3,180,0,0,6902,0.869,5924
DEL,HYD,Akasa,20,6,4,200,0,0,5943,1.2,5853
CCU,HYD,AirIndia,42,21,1,200,1,0,6714,0.91,5766
MAA,BOM,AirIndia,60,18,0,180,1,1,4398,0.451,1945
BLR,MAA,Akasa,59,21,4,150,1,0,6015,0.467,2770
DEL,BLR,Akasa,23,12,0,150,0,0,5919,1.161,6886
DEL,MAA,IndiGo,42,12,6,150,0,1,5209,0.815,4510
CCU,DEL,AirIndia,35,9,5,150,1,0,5665,0.878,5633
BOM,DEL,Akasa,44,18,2,150,0,0,3915,0.784,2927
BOM,BLR,Vistara,37,12,2,180,0,0,5956,0.89,5186
MAA,CCU,IndiGo,40,21,3,150,0,0,6218,0.79,4311
DEL,BLR,Akasa,29,6,5,200,0,0,6686,1.052,6372
CCU,BLR,Vistara,36,9,1,180,1,0,4879,0.917,4435
BOM,DEL,IndiGo,36,6,5,200,0,0,6450,0.973,6071
BLR,DEL,Vistara,50,9,6,150,0,1,7225,0.702,4674
BLR,DEL,Vistara,46,6,2,200,1,1,5159,0.826,4224
CCU,HYD,AirIndia,34,9,4,150,1,1,3695,0.891,3190
HYD,CCU,IndiGo,26,9,5,150,0,1,5561,0.944,5411
CCU,HYD,IndiGo,53,6,1,180,1,0,3964,0.647,2536
DEL,MAA,AirIndia,40,12,6,150,1,0,7019,0.767,5911
MAA,CCU,Akasa,21,9,1,200,1,1,6858,1.188,7235
DEL,BOM,IndiGo,23,6,3,150,1,1,3761,1.077,4007
BLR,CCU,AirIndia,35,6,3,150,0,1,6489,0.882,5253
BOM,HYD,AirIndia,12,9,5,180,1,0,4925,1.257,6124
DEL,BOM,Akasa,19,18,5,200,0,0,5999,1.153,7148
CCU,BLR,AirIndia,48,6,0,150,1,1,4601,0.689,3345
CCU,MAA,Akasa,13,12,4,200,1,1,4529,1.328,6198
BLR,DEL,Akasa,41,18,2,180,0,1,6344,0.825,5110
MAA,DEL,Akasa,53,12,5,150,1,1,4286,0.645,2874
BLR,DEL,IndiGo,35,18,5,200,0,1,4762,0.857,4340
MAA,HYD,IndiGo,10,9,0,150,0,1,7406,1.364,11054
BLR,BOM,AirIndia,1,18,5,180,0,0,4162,1.452,6176
HYD,CCU,Akasa,41,9,1,150,0,1,4879,0.809,3762
BOM,MAA,Vistara,57,18,6,150,0,1,4025,0.517,2185
BLR,CCU,Akasa,7,9,6,150,0,0,6415,1.358,8095
BOM,MAA,IndiGo,9,18,0,200,1,1,4295,1.368,6091
BOM,BLR,IndiGo,52,18,4,180,0,0,4440,0.694,2900
HYD,BLR,AirIndia,25,18,4,200,0,0,5503,1.096,6259
CCU,MAA,Vistara,14,12,3,200,0,0,6391,1.215,7538
HYD,CCU,AirIndia,11,18,1,150,0,0,3641,1.249,4798
BLR,CCU,Vistara,49,21,2,150,1,0,6534,0.646,4185
DEL,BOM,AirIndia,33,12,1,200,0,1,5156,0.897,4875
BOM,BLR,AirIndia,29,18,1,180,0,0,6197,0.996,6003
MAA,BLR,Akasa,12,21,2,200,1,0,3947,1.26,4531
BOM,HYD,Akasa,42,18,4,180,0,1,6736,0.794,5358
MAA,BLR,AirIndia,28,9,3,200,0,0,6990,1.012,7173
BLR,BOM,Akasa,24,9,3,200,0,1,7263,1.079,7293
BOM,HYD,AirIndia,45,9,5,200,0,1,5073,0.765,3728
BLR,HYD,Akasa,35,21,4,150,1,1,6779,0.904,6216
BOM,HYD,AirIndia,41,9,3,180,0,0,5839,0.784,4821
MAA,BLR,Vistara,56,12,0,200,0,1,5445,0.49,2574
DEL,MAA,Vistara,41,6,6,180,1,0,5911,0.844,4513
DEL,BLR,IndiGo,36,18,3,200,1,1,6067,0.807,4531
BOM,DEL,Vistara,22,21,1,180,1,0,6870,1.094,6412
BOM,DEL,Akasa,28,18,6,150,1,0,5835,0.981,6755
MAA,DEL,AirIndia,56,9,2,150,0,0,6029,0.531,3482
CCU,MAA,Akasa,14,6,1,150,1,1,4060,1.299,5485
MAA,DEL,Vistara,28,12,2,150,0,1,5836,1.037,6051
HYD,BOM,Akasa,51,12,1,180,1,0,7386,0.692,5642
DEL,HYD,IndiGo,19,18,6,180,1,0,4180,1.216,4939
BOM,CCU,AirIndia,24,18,1,150,1,0,3599,1.076,3702
MAA,HYD,AirIndia,34,9,0,180,0,0,5793,0.943,5470
BOM,MAA,Akasa,4,18,1,150,1,0,5550,1.492,8126
CCU,MAA,Akasa,51,18,3,150,0,1,6718,0.676,4950
BLR,MAA,IndiGo,9,21,3,180,1,0,4334,1.353,4987
MAA,CCU,Akasa,57,18,5,200,0,0,5072,0.622,3143
DEL,BOM,Akasa,36,18,6,180,0,1,4815,0.886,4378
MAA,BOM,IndiGo,53,18,3,200,0,0,4092,0.516,2297
MAA,BOM,Vistara,26,18,4,200,0,1,3630,1.051,3991
MAA,HYD,Vistara,44,18,4,150,1,1,5143,0.694,3211
MAA,CCU,Vistara,6,12,4,180,0,0,6651,1.442,10288
DEL,HYD,Akasa,12,18,3,200,0,1,6485,1.261,7162
MAA,CCU,Vistara,29,18,4,180,0,0,5612,1.001,5381
BLR,BOM,Akasa,39,18,3,200,1,0,3508,0.816,2916
BOM,MAA,Vistara,20,12,6,150,1,0,4165,1.209,4381
MAA,BOM,Vistara,38,21,1,150,0,0,7434,0.863,6155
HYD,BOM,Vistara,52,18,0,180,1,0,3553,0.583,2262
BLR,HYD,Vistara,20,18,4,200,0,0,5361,1.249,6276
