route,depart_date,days_to_depart,base_price,historical_mean,weekday,month,demand_index,price
DEL-HYD,2026-01-02 09:42:47.864447,29,4000.0,4092.5,4,1,1.227,4738.0
DEL-GOA,2026-03-16 09:42:47.864447,102,5200.0,5360.1,0,3,0.976,5618.0
DEL-HYD,2025-12-11 09:42:47.864447,7,4000.0,4115.77,3,12,1.486,5691.0
DEL-BLR,2026-02-07 09:42:47.864447,65,4200.0,4153.4,5,2,1.064,3670.0
DEL-GOA,2026-02-19 09:42:47.864447,77,5200.0,5505.73,3,2,0.952,5110.0
DEL-BLR,2026-01-09 09:42:47.864447,36,4200.0,4268.94,4,1,1.149,4753.0
BLR-DEL,2026-03-17 09:42:47.864447,103,4200.0,4374.54,1,3,1.006,3721.0
DEL-DXB,2026-01-29 09:42:47.864447,56,23000.0,22727.68,3,1,0.95,22701.0
BOM-LHR,2026-02-09 09:42:47.864447,67,80000.0,78786.55,0,2,0.918,73373.0
DEL-DXB,2026-01-19 09:42:47.864447,46,23000.0,23682.72,0,1,1.124,27949.0
BOM-LHR,2025-12-13 09:42:47.864447,9,80000.0,80939.44,5,12,1.372,111796.0
BOM-LHR,2026-03-21 09:42:47.864447,107,80000.0,78613.89,5,3,0.982,84377.0
BLR-DEL,2026-04-03 09:42:47.864447,120,4200.0,4274.46,4,4,1.085,4335.0
DEL-GOA,2025-12-08 09:42:47.864447,4,5200.0,5099.83,0,12,1.49,8632.0
DEL-DXB,2026-03-26 09:42:47.864447,112,23000.0,23079.2,3,3,1.067,22797.0
DEL-LHR,2026-02-02 09:42:47.864447,60,78000.0,86235.9,0,2,1.0,86775.0
DEL-MAA,2026-03-13 09:42:47.864447,99,4800.0,5095.0,4,3,1.005,4577.0
HYD-DEL,2025-12-30 09:42:47.864447,26,4000.0,3687.31,1,12,1.256,5766.0
BOM-LHR,2026-02-08 09:42:47.864447,66,80000.0,83264.94,6,2,1.088,84721.0
MAA-DEL,2026-02-01 09:42:47.864447,59,4800.0,5025.43,6,2,0.934,3856.0
MAA-SIN,2025-12-08 09:42:47.864447,4,43000.0,41764.51,0,12,1.435,52094.0
DEL-LHR,2026-01-05 09:42:47.864447,32,78000.0,74780.77,0,1,1.314,92060.0
DEL-BOM,2026-01-28 09:42:47.864447,55,4500.0,4621.37,2,1,0.991,4262.0
DEL-MAA,2026-03-12 09:42:47.864447,98,4800.0,4961.17,3,3,0.938,4273.0
MAA-DEL,2025-12-09 09:42:47.864447,5,4800.0,5071.94,1,12,1.508,7050.0
DEL-BKK,2026-01-02 09:42:47.864447,29,26000.0,26326.35,4,1,1.27,35170.0
DEL-SIN,2026-03-12 09:42:47.864447,98,42000.0,38977.17,3,3,0.975,36625.0
DEL-BKK,2026-02-25 09:42:47.864447,83,26000.0,27085.17,2,2,1.059,25978.0
DEL-CDG,2026-04-01 09:42:47.864447,118,82000.0,79672.66,2,4,0.921,75297.0
BOM-DEL,2026-01-08 09:42:47.864447,35,4500.0,4288.95,3,1,1.24,5825.0
DEL-BKK,2025-12-29 09:42:47.864447,25,26000.0,26756.8,0,12,1.283,35967.0
DEL-GOA,2026-01-12 09:42:47.864447,39,5200.0,5540.05,0,1,1.22,6550.0
DEL-BOM,2026-02-12 09:42:47.864447,70,4500.0,4280.69,3,2,0.994,4373.0
DEL-SFO,2026-02-10 09:42:47.864447,68,155000.0,153823.97,1,2,1.003,159001.0
DEL-HYD,2026-03-06 09:42:47.864447,92,4000.0,4230.53,4,3,1.083,4140.0
GOA-DEL,2026-02-11 09:42:47.864447,69,5200.0,4800.27,2,2,0.928,4991.0
MAA-SIN,2026-03-06 09:42:47.864447,92,43000.0,40011.44,4,3,1.027,43921.0
MAA-SIN,2026-03-26 09:42:47.864447,112,43000.0,44543.98,3,3,1.023,45200.0
GOA-DEL,2026-01-25 09:42:47.864447,52,5200.0,5209.86,6,1,1.158,6397.0
DEL-SIN,2026-01-25 09:42:47.864447,52,42000.0,38571.38,6,1,1.0,46669.0
DEL-BKK,2026-01-26 09:42:47.864447,53,26000.0,25028.31,0,1,1.087,31918.0
DEL-GOA,2026-03-23 09:42:47.864447,109,5200.0,5447.09,0,3,1.038,4988.0
BLR-DEL,2026-03-11 09:42:47.864447,97,4200.0,4381.45,2,3,0.907,3662.0
MAA-DEL,2025-12-22 09:42:47.864447,18,4800.0,4720.25,0,12,1.393,6800.0
GOA-DEL,2025-12-20 09:42:47.864447,16,5200.0,4801.38,5,12,1.327,7026.0
MAA-SIN,2025-12-24 09:42:47.864447,20,43000.0,44080.31,2,12,1.302,57621.0
MAA-SIN,2026-01-29 09:42:47.864447,56,43000.0,45866.68,3,1,1.009,43371.0
DEL-CDG,2026-03-30 09:42:47.864447,116,82000.0,88435.36,0,3,1.066,80609.0
DEL-BOM,2026-03-04 09:42:47.864447,90,4500.0,4589.0,2,3,1.002,4972.0
MAA-SIN,2026-01-24 09:42:47.864447,51,43000.0,43335.73,5,1,1.072,44705.0
DEL-BKK,2025-12-27 09:42:47.864447,23,26000.0,25257.22,5,12,1.323,31610.0
HYD-DEL,2025-12-23 09:42:47.864447,19,4000.0,4150.23,1,12,1.3,5071.0
MAA-DEL,2025-12-16 09:42:47.864447,12,4800.0,4770.64,1,12,1.423,6819.0
BOM-LHR,2026-03-15 09:42:47.864447,101,80000.0,81962.16,6,3,0.985,78566.0
MAA-SIN,2026-02-09 09:42:47.864447,67,43000.0,41466.88,0,2,0.978,42318.0
DEL-MAA,2026-03-23 09:42:47.864447,109,4800.0,4886.19,0,3,0.992,4924.0
BOM-LHR,2026-03-25 09:42:47.864447,111,80000.0,77585.94,2,3,1.009,73032.0
DEL-DXB,2025-12-21 09:42:47.864447,17,23000.0,23237.4,6,12,1.223,21882.0
DEL-LHR,2026-01-05 09:42:47.864447,32,78000.0,74179.85,0,1,1.258,104790.0
MAA-SIN,2025-12-19 09:42:47.864447,15,43000.0,42913.47,4,12,1.485,63696.0
BOM-DXB,2026-02-02 09:42:47.864447,60,23500.0,22925.74,0,2,0.988,27573.0
BOM-DEL,2026-03-20 09:42:47.864447,106,4500.0,4613.87,4,3,1.038,5195.0
DEL-BKK,2026-01-13 09:42:47.864447,40,26000.0,26983.12,1,1,1.177,29236.0
MAA-DEL,2026-02-02 09:42:47.864447,60,4800.0,5015.54,0,2,0.951,4440.0
DEL-HYD,2026-01-24 09:42:47.864447,51,4000.0,4250.26,5,1,1.035,3898.0
BOM-DXB,2025-12-09 09:42:47.864447,5,23500.0,24895.08,1,12,1.573,36666.0
DEL-MAA,2026-02-16 09:42:47.864447,74,4800.0,4317.68,0,2,1.023,5574.0
DEL-CDG,2026-03-21 09:42:47.864447,107,82000.0,82402.82,5,3,1.026,84633.0
DEL-LHR,2026-01-19 09:42:47.864447,46,78000.0,74508.67,0,1,1.1,76250.0
BLR-DEL,2026-03-23 09:42:47.864447,109,4200.0,4081.07,0,3,0.99,4297.0
DEL-SFO,2026-02-02 09:42:47.864447,60,155000.0,165289.15,0,2,0.939,163868.0
MAA-DEL,2026-01-07 09:42:47.864447,34,4800.0,4462.86,2,1,1.168,6172.0
DEL-SFO,2026-03-06 09:42:47.864447,92,155000.0,166676.67,4,3,1.041,158309.0
BOM-LHR,2025-12-30 09:42:47.864447,26,80000.0,79928.23,1,12,1.352,117011.0
DEL-JFK,2026-02-13 09:42:47.864447,71,150000.0,162722.54,4,2,0.997,131016.0
BOM-DEL,2026-02-26 09:42:47.864447,84,4500.0,4504.15,3,2,1.002,4156.0
DEL-HYD,2025-12-30 09:42:47.864447,26,4000.0,3981.87,1,12,1.22,5445.0
BOM-DEL,2026-03-12 09:42:47.864447,98,4500.0,4199.68,3,3,1.009,5088.0
DEL-JFK,2026-03-23 09:42:47.864447,109,150000.0,146058.34,0,3,0.983,153695.0
BOM-LHR,2026-03-20 09:42:47.864447,106,80000.0,83134.85,4,3,1.022,79769.0
DEL-JFK,2026-03-20 09:42:47.864447,106,150000.0,155167.42,4,3,1.001,166493.0
MAA-SIN,2025-12-24 09:42:47.864447,20,43000.0,42325.23,2,12,1.324,55542.0
DEL-HYD,2025-12-30 09:42:47.864447,26,4000.0,4003.19,1,12,1.36,5477.0
DEL-SIN,2026-03-05 09:42:47.864447,91,42000.0,45947.34,3,3,0.993,40237.0
HYD-DEL,2026-01-05 09:42:47.864447,32,4000.0,4027.55,0,1,1.32,5540.0
DEL-BOM,2026-02-26 09:42:47.864447,84,4500.0,4713.72,3,2,1.028,4307.0
DEL-BLR,2026-02-04 09:42:47.864447,62,4200.0,4021.62,2,2,1.026,4510.0
BOM-DEL,2025-12-18 09:42:47.864447,14,4500.0,4417.48,3,12,1.321,5668.0
DEL-JFK,2026-01-15 09:42:47.864447,42,150000.0,155669.73,3,1,1.182,178150.0
DEL-BKK,2026-02-20 09:42:47.864447,78,26000.0,27565.77,4,2,0.986,24864.0
BOM-DXB,2026-02-04 09:42:47.864447,62,23500.0,23143.12,2,2,1.027,26190.0
DEL-GOA,2025-12-13 09:42:47.864447,9,5200.0,4842.92,5,12,1.428,6892.0
DEL-SFO,2026-02-22 09:42:47.864447,80,155000.0,150634.34,6,2,0.989,140296.0
MAA-SIN,2025-12-15 09:42:47.864447,11,43000.0,46185.89,0,12,1.375,58510.0
DEL-CDG,2026-03-02 09:42:47.864447,88,82000.0,76078.29,0,3,0.99,79530.0
DEL-GOA,2026-03-07 09:42:47.864447,93,5200.0,5258.57,5,3,1.063,6031.0
DEL-JFK,2026-03-24 09:42:47.864447,110,150000.0,148368.95,1,3,1.075,164450.0
DEL-SIN,2026-02-19 09:42:47.864447,77,42000.0,40501.43,3,2,1.035,43289.0
BLR-DEL,2025-12-21 09:42:47.864447,17,4200.0,4582.25,6,12,1.307,5431.0
DEL-BKK,2026-02-24 09:42:47.864447,82,26000.0,22886.16,1,2,0.975,23543.0
DEL-GOA,2026-01-01 09:42:47.864447,28,5200.0,5344.1,3,1,1.198,5872.0
DEL-HYD,2025-12-09 09:42:47.864447,5,4000.0,4104.88,1,12,1.443,6087.0
BLR-DEL,2026-01-19 09:42:47.864447,46,4200.0,4026.81,0,1,1.088,4302.0
BOM-DEL,2025-12-30 09:42:47.864447,26,4500.0,4429.21,1,12,1.317,6450.0
HYD-DEL,2026-01-19 09:42:47.864447,46,4000.0,3706.36,0,1,1.037,3995.0
DEL-BKK,2026-03-27 09:42:47.864447,113,26000.0,24761.55,4,3,0.86,23589.0
GOA-DEL,2026-03-26 09:42:47.864447,112,5200.0,5202.04,3,3,0.933,4912.0
BLR-DEL,2026-01-22 09:42:47.864447,49,4200.0,3896.44,3,1,1.13,4703.0
DEL-JFK,2026-03-08 09:42:47.864447,94,150000.0,155916.36,6,3,1.038,154276.0
HYD-DEL,2025-12-16 09:42:47.864447,12,4000.0,4335.76,1,12,1.368,5752.0
DEL-JFK,2026-02-06 09:42:47.864447,64,150000.0,146157.35,4,2,0.97,138218.0
DEL-HYD,2026-02-20 09:42:47.864447,78,4000.0,4077.75,4,2,0.974,3955.0
BOM-DXB,2025-12-19 09:42:47.864447,15,23500.0,23666.27,4,12,1.419,35767.0
DEL-LHR,2026-02-06 09:42:47.864447,64,78000.0,77931.8,4,2,1.051,80615.0
DEL-BKK,2026-02-03 09:42:47.864447,61,26000.0,26458.89,1,2,1.073,29795.0
DEL-DXB,2026-03-08 09:42:47.864447,94,23000.0,24649.12,6,3,0.967,21638.0
BLR-DEL,2026-03-04 09:42:47.864447,90,4200.0,3659.02,2,3,1.061,4680.0
DEL-SFO,2025-12-17 09:42:47.864447,13,155000.0,154772.49,2,12,1.342,191239.0
BOM-DEL,2026-01-16 09:42:47.864447,43,4500.0,4180.23,4,1,1.141,4437.0
BOM-LHR,2025-12-21 09:42:47.864447,17,80000.0,79283.39,6,12,1.363,114750.0
MAA-SIN,2026-02-08 09:42:47.864447,66,43000.0,43553.99,6,2,0.99,34701.0
DEL-HYD,2026-01-31 09:42:47.864447,58,4000.0,4014.47,5,1,1.043,4374.0
DEL-DXB,2026-03-12 09:42:47.864447,98,23000.0,21965.25,3,3,1.062,22723.0
DEL-LHR,2025-12-19 09:42:47.864447,15,78000.0,83156.99,4,12,1.298,101927.0
DEL-DXB,2026-01-02 09:42:47.864447,29,23000.0,20612.66,4,1,1.335,31675.0
DEL-GOA,2026-02-22 09:42:47.864447,80,5200.0,5048.8,6,2,0.983,5918.0
DEL-SFO,2026-02-24 09:42:47.864447,82,155000.0,145648.96,1,2,1.013,165940.0
BOM-DEL,2026-01-09 09:42:47.864447,36,4500.0,4725.46,4,1,1.194,5483.0
GOA-DEL,2026-01-15 09:42:47.864447,42,5200.0,5150.01,3,1,1.22,6690.0
DEL-BOM,2026-01-11 09:42:47.864447,38,4500.0,4932.09,6,1,1.118,4565.0
DEL-MAA,2026-03-21 09:42:47.864447,107,4800.0,4458.04,5,3,0.963,5120.0
BOM-DEL,2026-03-26 09:42:47.864447,112,4500.0,4380.93,3,3,0.978,3998.0
DEL-DXB,2025-12-30 09:42:47.864447,26,23000.0,26249.04,1,12,1.389,33591.0
DEL-BOM,2026-03-15 09:42:47.864447,101,4500.0,4762.35,6,3,1.022,4857.0
GOA-DEL,2026-01-30 09:42:47.864447,57,5200.0,5106.64,4,1,1.041,4859.0
BOM-DEL,2026-03-03 09:42:47.864447,89,4500.0,4087.09,1,3,1.028,4290.0
DEL-DXB,2025-12-13 09:42:47.864447,9,23000.0,22173.8,5,12,1.375,34085.0
MAA-SIN,2026-03-30 09:42:47.864447,116,43000.0,42781.49,0,3,1.059,45877.0
BOM-DXB,2026-02-20 09:42:47.864447,78,23500.0,23949.34,4,2,0.967,23095.0
BOM-LHR,2026-02-22 09:42:47.864447,80,80000.0,79989.52,6,2,1.041,86875.0
DEL-DXB,2026-01-08 09:42:47.864447,35,23000.0,23258.84,3,1,1.264,26689.0
BLR-DEL,2026-01-14 09:42:47.864447,41,4200.0,4136.17,2,1,1.198,5819.0
DEL-JFK,2025-12-17 09:42:47.864447,13,150000.0,151781.17,2,12,1.407,194167.0
DEL-LHR,2025-12-22 09:42:47.864447,18,78000.0,73508.71,0,12,1.223,76331.0
HYD-DEL,2026-02-19 09:42:47.864447,77,4000.0,3686.91,3,2,0.961,4017.0
DEL-SFO,2026-03-10 09:42:47.864447,96,155000.0,153827.49,1,3,0.945,134833.0
HYD-DEL,2025-12-17 09:42:47.864447,13,4000.0,3926.34,2,12,1.408,5467.0
BOM-DXB,2026-02-18 09:42:47.864447,76,23500.0,23636.99,2,2,1.047,24229.0
HYD-DEL,2026-02-19 09:42:47.864447,77,4000.0,3951.18,3,2,0.952,4180.0
DEL-LHR,2026-01-28 09:42:47.864447,55,78000.0,80433.18,2,1,1.014,83254.0
BOM-DEL,2026-01-24 09:42:47.864447,51,4500.0,4638.68,5,1,1.047,5021.0
DEL-BOM,2026-01-08 09:42:47.864447,35,4500.0,4567.58,3,1,1.129,5507.0
DEL-MAA,2026-03-07 09:42:47.864447,93,4800.0,4718.82,5,3,1.017,4876.0
DEL-SIN,2026-02-20 09:42:47.864447,78,42000.0,43021.24,4,2,1.042,51623.0
DEL-BKK,2025-12-25 09:42:47.864447,21,26000.0,24893.25,3,12,1.351,33951.0
DEL-DXB,2026-03-17 09:42:47.864447,103,23000.0,23172.95,1,3,1.03,21821.0
DEL-CDG,2026-01-26 09:42:47.864447,53,82000.0,80029.24,0,1,1.068,94487.0
DEL-LHR,2026-01-19 09:42:47.864447,46,78000.0,86256.76,0,1,1.099,78748.0
DEL-CDG,2026-01-26 09:42:47.864447,53,82000.0,85920.64,0,1,1.084,83778.0
DEL-DXB,2026-03-04 09:42:47.864447,90,23000.0,26112.5,2,3,0.951,22905.0
DEL-GOA,2026-03-12 09:42:47.864447,98,5200.0,5603.87,3,3,1.025,4686.0
DEL-HYD,2025-12-15 09:42:47.864447,11,4000.0,4301.98,0,12,1.507,6749.0
BOM-DXB,2025-12-29 09:42:47.864447,25,23500.0,22599.46,0,12,1.276,28187.0
DEL-BKK,2026-01-31 09:42:47.864447,58,26000.0,25264.43,5,1,1.033,28531.0
BOM-DEL,2026-01-07 09:42:47.864447,34,4500.0,4517.77,2,1,1.187,5253.0
BOM-LHR,2026-02-27 09:42:47.864447,85,80000.0,81203.66,4,2,0.998,75468.0
DEL-BOM,2026-02-10 09:42:47.864447,68,4500.0,4861.37,1,2,1.037,4910.0
BOM-DEL,2026-02-03 09:42:47.864447,61,4500.0,4659.16,1,2,1.058,4173.0
BLR-DEL,2026-03-08 09:42:47.864447,94,4200.0,4525.78,6,3,1.04,3850.0
DEL-LHR,2026-01-04 09:42:47.864447,31,78000.0,76551.79,6,1,1.188,103417.0
MAA-DEL,2026-03-28 09:42:47.864447,114,4800.0,4932.94,5,3,0.977,4574.0
BOM-DEL,2026-01-04 09:42:47.864447,31,4500.0,4628.85,6,1,1.225,5719.0
DEL-CDG,2026-03-08 09:42:47.864447,94,82000.0,76800.6,6,3,0.967,68825.0
BLR-DEL,2026-03-19 09:42:47.864447,105,4200.0,4184.26,3,3,1.048,4134.0
GOA-DEL,2026-03-05 09:42:47.864447,91,5200.0,4967.19,3,3,0.94,4988.0
DEL-SIN,2026-03-16 09:42:47.864447,102,42000.0,39325.64,0,3,0.962,38444.0
HYD-DEL,2026-03-04 09:42:47.864447,90,4000.0,3847.39,2,3,0.988,3863.0
BLR-DEL,2026-02-24 09:42:47.864447,82,4200.0,4226.96,1,2,1.0,4413.0
DEL-BLR,2026-03-06 09:42:47.864447,92,4200.0,4440.64,4,3,0.996,3969.0
BOM-LHR,2025-12-08 09:42:47.864447,4,80000.0,80838.43,0,12,1.38,117391.0
DEL-DXB,2026-03-18 09:42:47.864447,104,23000.0,24421.84,2,3,1.028,25132.0
DEL-SIN,2026-02-18 09:42:47.864447,76,42000.0,38070.02,2,2,1.059,44671.0
BLR-DEL,2026-01-24 09:42:47.864447,51,4200.0,4388.8,5,1,1.03,3841.0
MAA-DEL,2026-01-11 09:42:47.864447,38,4800.0,4591.57,6,1,1.079,5020.0
DEL-BOM,2026-03-01 09:42:47.864447,87,4500.0,4459.09,6,3,0.968,3950.0
GOA-DEL,2026-03-31 09:42:47.864447,117,5200.0,5261.66,1,3,0.987,5055.0
DEL-BKK,2025-12-16 09:42:47.864447,12,26000.0,26729.26,1,12,1.457,33080.0
DEL-BKK,2025-12-18 09:42:47.864447,14,26000.0,29167.5,3,12,1.38,32968.0
DEL-DXB,2026-01-01 09:42:47.864447,28,23000.0,22548.53,3,1,1.206,29131.0
DEL-CDG,2026-02-19 09:42:47.864447,77,82000.0,88656.87,3,2,0.998,84474.0
DEL-BKK,2025-12-15 09:42:47.864447,11,26000.0,26032.11,0,12,1.452,36786.0
BOM-DXB,2026-02-14 09:42:47.864447,72,23500.0,23187.6,5,2,1.011,25627.0
GOA-DEL,2026-03-04 09:42:47.864447,90,5200.0,5140.63,2,3,0.994,4932.0
MAA-DEL,2026-03-15 09:42:47.864447,101,4800.0,5155.38,6,3,0.949,4414.0
DEL-BOM,2026-01-10 09:42:47.864447,37,4500.0,4369.64,5,1,1.132,5928.0
DEL-JFK,2026-02-04 09:42:47.864447,62,150000.0,145251.18,2,2,0.951,146254.0
DEL-HYD,2026-02-06 09:42:47.864447,64,4000.0,3994.94,4,2,1.007,3929.0
DEL-GOA,2026-01-05 09:42:47.864447,32,5200.0,5578.46,0,1,1.272,7153.0
DEL-LHR,2026-01-14 09:42:47.864447,41,78000.0,77090.54,2,1,1.172,94463.0
DEL-HYD,2025-12-28 09:42:47.864447,24,4000.0,3986.07,6,12,1.341,5747.0
DEL-HYD,2026-01-13 09:42:47.864447,40,4000.0,3771.73,1,1,1.152,4853.0
DEL-MAA,2026-02-20 09:42:47.864447,78,4800.0,4534.41,4,2,0.972,4570.0
DEL-DXB,2025-12-11 09:42:47.864447,7,23000.0,21800.22,3,12,1.471,30880.0
DEL-GOA,2026-02-22 09:42:47.864447,80,5200.0,4990.41,6,2,1.062,5416.0
GOA-DEL,2026-01-01 09:42:47.864447,28,5200.0,5490.3,3,1,1.277,6781.0
DEL-BLR,2026-03-19 09:42:47.864447,105,4200.0,4463.76,3,3,1.014,4580.0
DEL-MAA,2026-01-21 09:42:47.864447,48,4800.0,4567.87,2,1,1.06,5138.0
DEL-SIN,2025-12-20 09:42:47.864447,16,42000.0,41304.62,5,12,1.377,60879.0
GOA-DEL,2026-02-18 09:42:47.864447,76,5200.0,4754.17,2,2,1.017,4367.0
HYD-DEL,2026-03-04 09:42:47.864447,90,4000.0,3808.44,2,3,1.054,4140.0
DEL-HYD,2026-03-10 09:42:47.864447,96,4000.0,3864.04,1,3,0.996,3462.0
DEL-LHR,2026-03-29 09:42:47.864447,115,78000.0,78943.43,6,3,1.005,87806.0
DEL-CDG,2026-03-04 09:42:47.864447,90,82000.0,82151.76,2,3,0.939,69232.0
DEL-SIN,2026-03-20 09:42:47.864447,106,42000.0,42485.25,4,3,0.929,39974.0
DEL-SIN,2026-03-14 09:42:47.864447,100,42000.0,43145.09,5,3,0.978,46157.0
DEL-BOM,2026-02-25 09:42:47.864447,83,4500.0,4337.34,2,2,1.033,4237.0
DEL-SIN,2026-03-25 09:42:47.864447,111,42000.0,41970.59,2,3,1.069,47104.0
DEL-BKK,2026-01-23 09:42:47.864447,50,26000.0,27263.43,4,1,1.127,27814.0
HYD-DEL,2026-01-14 09:42:47.864447,41,4000.0,3806.16,2,1,1.087,4315.0
DEL-DXB,2026-01-05 09:42:47.864447,32,23000.0,24088.1,0,1,1.268,31419.0
DEL-DXB,2026-01-25 09:42:47.864447,52,23000.0,22996.23,6,1,1.005,21199.0
GOA-DEL,2026-01-17 09:42:47.864447,44,5200.0,5237.14,5,1,1.178,6617.0
BOM-LHR,2026-04-03 09:42:47.864447,120,80000.0,87084.3,4,4,0.957,73351.0
DEL-GOA,2026-02-18 09:42:47.864447,76,5200.0,5285.67,2,2,1.011,4549.0
DEL-SIN,2026-03-17 09:42:47.864447,103,42000.0,41338.8,1,3,0.966,41102.0
DEL-HYD,2025-12-06 09:42:47.864447,2,4000.0,4006.66,5,12,1.5,6071.0
DEL-SFO,2025-12-08 09:42:47.864447,4,155000.0,169171.08,0,12,1.428,242826.0
HYD-DEL,2026-01-06 09:42:47.864447,33,4000.0,3830.66,1,1,1.155,4663.0
HYD-DEL,2026-03-18 09:42:47.864447,104,4000.0,3919.07,2,3,0.904,3464.0
MAA-SIN,2026-03-01 09:42:47.864447,87,43000.0,40298.1,6,3,0.942,37402.0
MAA-SIN,2026-03-03 09:42:47.864447,89,43000.0,39700.19,1,3,0.972,42244.0
HYD-DEL,2026-02-03 09:42:47.864447,61,4000.0,3846.86,1,2,0.903,3566.0
DEL-BLR,2026-03-17 09:42:47.864447,103,4200.0,4378.89,1,3,1.071,4088.0
DEL-SIN,2026-01-28 09:42:47.864447,55,42000.0,43767.4,2,1,1.059,42763.0
BOM-DEL,2026-02-09 09:42:47.864447,67,4500.0,4546.48,0,2,0.936,4034.0
MAA-SIN,2026-01-01 09:42:47.864447,28,43000.0,46075.85,3,1,1.251,59356.0
DEL-GOA,2026-01-13 09:42:47.864447,40,5200.0,5247.0,1,1,1.19,5661.0
BOM-LHR,2026-02-10 09:42:47.864447,68,80000.0,82905.42,1,2,1.055,86211.0
DEL-SIN,2026-01-07 09:42:47.864447,34,42000.0,41936.74,2,1,1.154,46766.0
DEL-SFO,2026-04-03 09:42:47.864447,120,155000.0,146412.61,4,4,0.935,130227.0
MAA-DEL,2026-01-09 09:42:47.864447,36,4800.0,4480.85,4,1,1.219,5797.0
BOM-LHR,2026-01-19 09:42:47.864447,46,80000.0,81898.46,0,1,1.116,86613.0
DEL-DXB,2025-12-12 09:42:47.864447,8,23000.0,23856.23,4,12,1.458,34599.0
GOA-DEL,2025-12-31 09:42:47.864447,27,5200.0,5110.16,2,12,1.283,6496.0
MAA-DEL,2026-01-05 09:42:47.864447,32,4800.0,5072.11,0,1,1.252,5751.0
MAA-SIN,2026-03-01 09:42:47.864447,87,43000.0,42921.79,6,3,0.998,42267.0
DEL-LHR,2026-01-16 09:42:47.864447,43,78000.0,69354.34,4,1,1.059,81819.0
HYD-DEL,2026-01-08 09:42:47.864447,35,4000.0,3968.67,3,1,1.345,5215.0
DEL-GOA,2026-02-01 09:42:47.864447,59,5200.0,5196.74,6,2,0.908,5043.0
BOM-DEL,2026-04-01 09:42:47.864447,118,4500.0,4354.59,2,4,0.983,4568.0
MAA-DEL,2026-02-08 09:42:47.864447,66,4800.0,4575.13,6,2,0.973,5228.0
DEL-BLR,2026-03-13 09:42:47.864447,99,4200.0,4094.69,4,3,0.946,3801.0
GOA-DEL,2026-01-18 09:42:47.864447,45,5200.0,4671.75,6,1,1.073,5197.0
DEL-BLR,2026-02-11 09:42:47.864447,69,4200.0,3636.5,2,2,1.006,3925.0
DEL-LHR,2026-02-25 09:42:47.864447,83,78000.0,74661.27,2,2,1.009,75740.0
MAA-DEL,2026-02-13 09:42:47.864447,71,4800.0,4938.19,4,2,1.098,5130.0
DEL-DXB,2026-01-03 09:42:47.864447,30,23000.0,23133.33,5,1,1.252,31039.0
DEL-BOM,2026-03-01 09:42:47.864447,87,4500.0,4325.67,6,3,1.052,4221.0
BLR-DEL,2026-01-14 09:42:47.864447,41,4200.0,4304.63,2,1,1.152,5339.0
MAA-DEL,2025-12-10 09:42:47.864447,6,4800.0,4883.02,2,12,1.456,6558.0
DEL-JFK,2026-03-24 09:42:47.864447,110,150000.0,150088.78,1,3,1.013,162916.0
DEL-JFK,2026-04-03 09:42:47.864447,120,150000.0,154620.49,4,4,1.036,143022.0
DEL-CDG,2026-01-31 09:42:47.864447,58,82000.0,75777.23,5,1,0.986,88589.0
DEL-SIN,2026-01-08 09:42:47.864447,35,42000.0,41598.47,3,1,1.164,47945.0
DEL-BLR,2026-01-28 09:42:47.864447,55,4200.0,4229.34,2,1,1.073,4342.0
HYD-DEL,2026-03-12 09:42:47.864447,98,4000.0,4333.35,3,3,1.119,4750.0
GOA-DEL,2026-01-05 09:42:47.864447,32,5200.0,5146.35,0,1,1.282,6885.0
DEL-MAA,2025-12-06 09:42:47.864447,2,4800.0,4564.63,5,12,1.423,6920.0
DEL-SIN,2025-12-14 09:42:47.864447,10,42000.0,39532.63,6,12,1.348,60400.0
DEL-CDG,2026-02-09 09:42:47.864447,67,82000.0,74738.18,0,2,1.0,85369.0
GOA-DEL,2026-02-04 09:42:47.864447,62,5200.0,4745.89,2,2,1.019,5647.0
DEL-DXB,2026-01-11 09:42:47.864447,38,23000.0,25290.31,6,1,1.172,27032.0
MAA-SIN,2026-03-21 09:42:47.864447,107,43000.0,45853.49,5,3,1.012,46769.0
DEL-BLR,2026-02-02 09:42:47.864447,60,4200.0,4421.04,0,2,1.074,5012.0
DEL-CDG,2026-03-22 09:42:47.864447,108,82000.0,80680.12,6,3,1.06,93936.0
DEL-GOA,2026-03-11 09:42:47.864447,97,5200.0,5603.57,2,3,0.996,4822.0
BLR-DEL,2026-02-16 09:42:47.864447,74,4200.0,4255.89,0,2,0.987,4469.0
MAA-SIN,2025-12-11 09:42:47.864447,7,43000.0,43714.61,3,12,1.444,63859.0
MAA-DEL,2026-02-21 09:42:47.864447,79,4800.0,4489.85,5,2,1.083,4622.0
DEL-JFK,2025-12-30 09:42:47.864447,26,150000.0,158518.92,1,12,1.205,150605.0
DEL-JFK,2026-03-12 09:42:47.864447,98,150000.0,147139.95,3,3,0.919,126416.0
BOM-DEL,2026-01-30 09:42:47.864447,57,4500.0,4842.19,4,1,1.117,4562.0
BOM-LHR,2026-02-04 09:42:47.864447,62,80000.0,78252.2,2,2,0.957,71791.0
GOA-DEL,2026-02-06 09:42:47.864447,64,5200.0,5233.01,4,2,0.992,5010.0
