route,depart_date,base_price,price,historical_mean,demand_index
DEL-SIN,2025-01-13T00:00:00,42000,41718.0,41912.03,1.028
GOA-DEL,2025-01-01T00:00:00,5200,7224.0,5301.36,0.987
DEL-LHR,2025-03-20T00:00:00,78000,82985.0,78809.47,1.095
DEL-SIN,2025-03-31T00:00:00,42000,39988.0,41912.03,1.045
BOM-DEL,2025-02-11T00:00:00,4500,4724.0,4573.91,1.026
DEL-GOA,2025-01-30T00:00:00,5200,4141.0,5135.18,0.912
BLR-DEL,2025-02-17T00:00:00,4200,4550.0,4167.2,1.071
BOM-DXB,2025-01-10T00:00:00,23500,27975.0,23934.7,1.044
BOM-DEL,2025-03-02T00:00:00,4500,4915.0,4573.91,0.972
DEL-BLR,2025-03-25T00:00:00,4200,3830.0,4259.57,0.922
DEL-BLR,2025-02-18T00:00:00,4200,3392.0,4259.57,0.8
DEL-MAA,2025-03-10T00:00:00,4800,5179.0,4731.56,1.037
BLR-DEL,2025-02-25T00:00:00,4200,4818.0,4167.2,1.124
GOA-DEL,2025-03-14T00:00:00,5200,5327.0,5301.36,0.893
DEL-BKK,2025-02-09T00:00:00,26000,29593.0,26199.07,1.044
DEL-BKK,2025-01-01T00:00:00,26000,36782.0,26199.07,1.055
MAA-SIN,2025-01-03T00:00:00,43000,46026.0,43609.84,0.958
DEL-BKK,2025-01-03T00:00:00,26000,29769.0,26199.07,1.04
BOM-LHR,2025-01-31T00:00:00,80000,81001.0,78553.85,0.996
MAA-DEL,2025-01-01T00:00:00,4800,6672.0,4719.36,1.138
DEL-CDG,2025-03-06T00:00:00,82000,73429.0,81879.47,0.942
BLR-DEL,2025-03-21T00:00:00,4200,4759.0,4167.2,1.018
DEL-DXB,2025-02-17T00:00:00,23000,23706.0,22540.02,1.054
DEL-CDG,2025-02-25T00:00:00,82000,77648.0,81879.47,0.997
DEL-HYD,2025-02-20T00:00:00,4000,3330.0,3948.02,0.878
BOM-DXB,2025-01-17T00:00:00,23500,26218.0,23934.7,0.974
BOM-LHR,2025-01-20T00:00:00,80000,68777.0,78553.85,0.903
MAA-DEL,2025-01-29T00:00:00,4800,4337.0,4719.36,0.972
BOM-DEL,2025-02-16T00:00:00,4500,5261.0,4573.91,1.1
BOM-DXB,2025-03-29T00:00:00,23500,27241.0,23934.7,1.076
DEL-SFO,2025-03-02T00:00:00,155000,175399.0,153026.8,1.089
DEL-DXB,2025-02-20T00:00:00,23000,20245.0,22540.02,0.941
DEL-SFO,2025-03-14T00:00:00,155000,169584.0,153026.8,1.048
MAA-SIN,2025-02-11T00:00:00,43000,37000.0,43609.84,0.869
DEL-GOA,2025-01-02T00:00:00,5200,5364.0,5135.18,0.993
DEL-BKK,2025-03-23T00:00:00,26000,28693.0,26199.07,0.984
DEL-BOM,2025-02-13T00:00:00,4500,4213.0,4474.38,0.917
BOM-DXB,2025-02-06T00:00:00,23500,23805.0,23934.7,0.915
DEL-DXB,2025-03-09T00:00:00,23000,22945.0,22540.02,0.958
MAA-SIN,2025-03-17T00:00:00,43000,53561.0,43609.84,1.045
BOM-DEL,2025-01-13T00:00:00,4500,4085.0,4573.91,0.897
DEL-MAA,2025-02-05T00:00:00,4800,5369.0,4731.56,1.111
DEL-JFK,2025-04-09T00:00:00,150000,179044.0,148984.21,1.104
BOM-DXB,2025-01-29T00:00:00,23500,25207.0,23934.7,1.012
BOM-DEL,2025-01-09T00:00:00,4500,4307.0,4573.91,0.865
DEL-MAA,2025-01-31T00:00:00,4800,5549.0,4731.56,1.055
DEL-GOA,2025-03-02T00:00:00,5200,5637.0,5135.18,1.097
BOM-DEL,2025-03-12T00:00:00,4500,4620.0,4573.91,0.972
MAA-DEL,2025-03-08T00:00:00,4800,5018.0,4719.36,1.005
DEL-HYD,2025-03-21T00:00:00,4000,3727.0,3948.02,0.937
BLR-DEL,2025-03-23T00:00:00,4200,4750.0,4167.2,1.002
BOM-DXB,2025-03-04T00:00:00,23500,22789.0,23934.7,0.947
DEL-GOA,2025-01-22T00:00:00,5200,4449.0,5135.18,0.913
HYD-DEL,2025-01-19T00:00:00,4000,3792.0,3959.32,0.92
DEL-SIN,2025-04-03T00:00:00,42000,40128.0,41912.03,0.989
DEL-HYD,2025-02-22T00:00:00,4000,3904.0,3948.02,0.971
MAA-SIN,2025-01-22T00:00:00,43000,43385.0,43609.84,0.977
DEL-JFK,2025-02-10T00:00:00,150000,154224.0,148984.21,0.963
DEL-HYD,2025-01-23T00:00:00,4000,3179.0,3948.02,0.865
DEL-DXB,2025-03-15T00:00:00,23000,24261.0,22540.02,1.004
DEL-BOM,2025-04-07T00:00:00,4500,5176.0,4474.38,1.033
DEL-HYD,2025-03-08T00:00:00,4000,4593.0,3948.02,1.157
DEL-MAA,2025-03-03T00:00:00,4800,5198.0,4731.56,1.072
BOM-DXB,2025-01-03T00:00:00,23500,25537.0,23934.7,0.947
DEL-SIN,2025-03-18T00:00:00,42000,46483.0,41912.03,1.134
BOM-DEL,2025-03-19T00:00:00,4500,4756.0,4573.91,0.994
GOA-DEL,2025-04-09T00:00:00,5200,6022.0,5301.36,1.15
DEL-SIN,2025-01-03T00:00:00,42000,45558.0,41912.03,0.99
BLR-DEL,2025-01-06T00:00:00,4200,4361.0,4167.2,1.041
BLR-DEL,2025-01-27T00:00:00,4200,4863.0,4167.2,1.141
DEL-SFO,2025-04-06T00:00:00,155000,138302.0,153026.8,0.871
HYD-DEL,2025-02-08T00:00:00,4000,4733.0,3959.32,1.054
BOM-DEL,2025-02-25T00:00:00,4500,4646.0,4573.91,0.962
BOM-LHR,2025-01-17T00:00:00,80000,78860.0,78553.85,0.95
DEL-GOA,2025-03-24T00:00:00,5200,4248.0,5135.18,0.892
HYD-DEL,2025-01-13T00:00:00,4000,3998.0,3959.32,1.027
BOM-LHR,2025-03-22T00:00:00,80000,77895.0,78553.85,0.956
DEL-BOM,2025-01-10T00:00:00,4500,4900.0,4474.38,1.085
MAA-SIN,2025-04-03T00:00:00,43000,37693.0,43609.84,0.923
BLR-DEL,2025-02-10T00:00:00,4200,4268.0,4167.2,1.016
DEL-SFO,2025-03-16T00:00:00,155000,161869.0,153026.8,0.992
BOM-DXB,2025-02-09T00:00:00,23500,24432.0,23934.7,0.941
DEL-CDG,2025-04-08T00:00:00,82000,80941.0,81879.47,1.063
DEL-LHR,2025-03-16T00:00:00,78000,89331.0,78809.47,1.118
DEL-SIN,2025-03-23T00:00:00,42000,45602.0,41912.03,1.081
BOM-DXB,2025-04-04T00:00:00,23500,24944.0,23934.7,1.024
DEL-JFK,2025-01-16T00:00:00,150000,189213.0,148984.21,1.199
GOA-DEL,2025-01-12T00:00:00,5200,6222.0,5301.36,1.06
DEL-CDG,2025-04-04T00:00:00,82000,78044.0,81879.47,0.96
HYD-DEL,2025-04-03T00:00:00,4000,3399.0,3959.32,0.828
HYD-DEL,2025-03-01T00:00:00,4000,4531.0,3959.32,1.021
DEL-BLR,2025-01-11T00:00:00,4200,4448.0,4259.57,1.005
BOM-LHR,2025-04-05T00:00:00,80000,87672.0,78553.85,1.011
MAA-SIN,2025-01-28T00:00:00,43000,42365.0,43609.84,0.957
DEL-BOM,2025-03-24T00:00:00,4500,4939.0,4474.38,1.019
HYD-DEL,2025-01-11T00:00:00,4000,4386.0,3959.32,1.046
BOM-DXB,2025-02-11T00:00:00,23500,25331.0,23934.7,1.045
DEL-BOM,2025-04-02T00:00:00,4500,5086.0,4474.38,1.083
GOA-DEL,2025-02-24T00:00:00,5200,5350.0,5301.36,1.016
DEL-GOA,2025-01-27T00:00:00,5200,5345.0,5135.18,1.057
DEL-HYD,2025-02-13T00:00:00,4000,3256.0,3948.02,0.842
HYD-DEL,2025-03-03T00:00:00,4000,3443.0,3959.32,0.855
BLR-DEL,2025-01-30T00:00:00,4200,3654.0,4167.2,0.878
DEL-SIN,2025-03-17T00:00:00,42000,45434.0,41912.03,0.956
BOM-DEL,2025-01-24T00:00:00,4500,4745.0,4573.91,0.954
DEL-DXB,2025-04-01T00:00:00,23000,22700.0,22540.02,0.948
HYD-DEL,2025-02-13T00:00:00,4000,4184.0,3959.32,1.027
DEL-HYD,2025-03-05T00:00:00,4000,4094.0,3948.02,1.093
DEL-JFK,2025-03-06T00:00:00,150000,149800.0,148984.21,0.926
HYD-DEL,2025-03-07T00:00:00,4000,5023.0,3959.32,1.098
DEL-HYD,2025-01-22T00:00:00,4000,3592.0,3948.02,0.955
DEL-GOA,2025-04-06T00:00:00,5200,4986.0,5135.18,0.971
DEL-BOM,2025-01-16T00:00:00,4500,4630.0,4474.38,1.031
DEL-CDG,2025-03-22T00:00:00,82000,88070.0,81879.47,1.055
DEL-BKK,2025-03-03T00:00:00,26000,26853.0,26199.07,0.996
BLR-DEL,2025-02-28T00:00:00,4200,4533.0,4167.2,0.958
DEL-DXB,2025-02-28T00:00:00,23000,23958.0,22540.02,1.026
DEL-HYD,2025-03-30T00:00:00,4000,4093.0,3948.02,1.005
HYD-DEL,2025-02-11T00:00:00,4000,3444.0,3959.32,0.826
DEL-GOA,2025-02-04T00:00:00,5200,5057.0,5135.18,1.021
MAA-DEL,2025-01-17T00:00:00,4800,4954.0,4719.36,0.998
MAA-SIN,2025-01-29T00:00:00,43000,42156.0,43609.84,0.942
DEL-CDG,2025-02-17T00:00:00,82000,85832.0,81879.47,1.145
MAA-DEL,2025-04-08T00:00:00,4800,4969.0,4719.36,1.051
BLR-DEL,2025-04-06T00:00:00,4200,4818.0,4167.2,0.991
DEL-CDG,2025-03-25T00:00:00,82000,69485.0,81879.47,0.89
HYD-DEL,2025-03-11T00:00:00,4000,4307.0,3959.32,1.034
DEL-MAA,2025-01-11T00:00:00,4800,5051.0,4731.56,1.013
DEL-BLR,2025-04-07T00:00:00,4200,4148.0,4259.57,1.038
DEL-DXB,2025-01-01T00:00:00,23000,26968.0,22540.02,1.0
DEL-LHR,2025-01-06T00:00:00,78000,95840.0,78809.47,1.14
BLR-DEL,2025-02-26T00:00:00,4200,4230.0,4167.2,0.967
DEL-MAA,2025-01-20T00:00:00,4800,5512.0,4731.56,1.124
DEL-JFK,2025-01-03T00:00:00,150000,156048.0,148984.21,0.971
DEL-MAA,2025-03-19T00:00:00,4800,4422.0,4731.56,0.964
DEL-JFK,2025-02-25T00:00:00,150000,142123.0,148984.21,0.886
DEL-GOA,2025-03-10T00:00:00,5200,4427.0,5135.18,0.905
MAA-SIN,2025-01-18T00:00:00,43000,44620.0,43609.84,1.011
DEL-JFK,2025-03-13T00:00:00,150000,152427.0,148984.21,0.949
DEL-BKK,2025-04-10T00:00:00,26000,28073.0,26199.07,1.001
DEL-MAA,2025-02-17T00:00:00,4800,4679.0,4731.56,0.985
MAA-DEL,2025-02-23T00:00:00,4800,5070.0,4719.36,1.045
BLR-DEL,2025-03-20T00:00:00,4200,4599.0,4167.2,1.055
BOM-DEL,2025-04-01T00:00:00,4500,4451.0,4573.91,0.965
MAA-DEL,2025-03-20T00:00:00,4800,4368.0,4719.36,0.921
MAA-SIN,2025-03-19T00:00:00,43000,44641.0,43609.84,1.087
DEL-CDG,2025-01-07T00:00:00,82000,77566.0,81879.47,0.964
DEL-BKK,2025-03-29T00:00:00,26000,29404.0,26199.07,1.033
BOM-LHR,2025-02-14T00:00:00,80000,120379.0,78553.85,1.114
DEL-DXB,2025-01-24T00:00:00,23000,23396.0,22540.02,1.05
HYD-DEL,2025-01-21T00:00:00,4000,3839.0,3959.32,0.981
DEL-JFK,2025-01-25T00:00:00,150000,159399.0,148984.21,0.989
DEL-HYD,2025-03-26T00:00:00,4000,3455.0,3948.02,0.938
BOM-DXB,2025-02-08T00:00:00,23500,29423.0,23934.7,1.081
DEL-GOA,2025-03-06T00:00:00,5200,5109.0,5135.18,1.069
BLR-DEL,2025-02-12T00:00:00,4200,4406.0,4167.2,1.009
DEL-LHR,2025-01-17T00:00:00,78000,74699.0,78809.47,0.844
MAA-SIN,2025-01-30T00:00:00,43000,48474.0,43609.84,1.055
HYD-DEL,2025-03-06T00:00:00,4000,4695.0,3959.32,1.168
DEL-MAA,2025-01-22T00:00:00,4800,4839.0,4731.56,1.023
DEL-GOA,2025-02-06T00:00:00,5200,4712.0,5135.18,0.986
MAA-SIN,2025-01-07T00:00:00,43000,48091.0,43609.84,1.043
GOA-DEL,2025-04-10T00:00:00,5200,5103.0,5301.36,0.964
MAA-SIN,2025-01-04T00:00:00,43000,44083.0,43609.84,0.912
DEL-GOA,2025-01-16T00:00:00,5200,5179.0,5135.18,1.045
DEL-BOM,2025-04-05T00:00:00,4500,5230.0,4474.38,1.061
DEL-HYD,2025-01-24T00:00:00,4000,4514.0,3948.02,1.077
DEL-BKK,2025-03-10T00:00:00,26000,28064.0,26199.07,1.027
DEL-SFO,2025-01-03T00:00:00,155000,164427.0,153026.8,0.999
DEL-BLR,2025-03-30T00:00:00,4200,3864.0,4259.57,0.929
DEL-BLR,2025-02-11T00:00:00,4200,3881.0,4259.57,0.935
DEL-JFK,2025-01-02T00:00:00,150000,166550.0,148984.21,1.013
DEL-SFO,2025-02-03T00:00:00,155000,148621.0,153026.8,0.979
BLR-DEL,2025-02-01T00:00:00,4200,4749.0,4167.2,1.036
DEL-DXB,2025-01-02T00:00:00,23000,21160.0,22540.02,0.974
DEL-SIN,2025-02-27T00:00:00,42000,37380.0,41912.03,0.945
DEL-DXB,2025-04-05T00:00:00,23000,21222.0,22540.02,0.842
DEL-JFK,2025-02-24T00:00:00,150000,164072.0,148984.21,1.023
BOM-DXB,2025-02-14T00:00:00,23500,33892.0,23934.7,1.042
MAA-SIN,2025-04-09T00:00:00,43000,35544.0,43609.84,0.89
BLR-DEL,2025-03-06T00:00:00,4200,4719.0,4167.2,1.062
GOA-DEL,2025-01-25T00:00:00,5200,6509.0,5301.36,1.138
DEL-BOM,2025-04-01T00:00:00,4500,4986.0,4474.38,1.038
DEL-BKK,2025-01-09T00:00:00,26000,30958.0,26199.07,1.086
DEL-LHR,2025-03-30T00:00:00,78000,71176.0,78809.47,0.967
DEL-JFK,2025-04-07T00:00:00,150000,158216.0,148984.21,0.988
BOM-LHR,2025-02-11T00:00:00,80000,86653.0,78553.85,1.04
BOM-DXB,2025-03-03T00:00:00,23500,23162.0,23934.7,0.947
GOA-DEL,2025-03-20T00:00:00,5200,5482.0,5301.36,1.034
HYD-DEL,2025-02-09T00:00:00,4000,4117.0,3959.32,0.989
BOM-DEL,2025-02-18T00:00:00,4500,5129.0,4573.91,1.078
DEL-SFO,2025-02-14T00:00:00,155000,216832.0,153026.8,1.008
MAA-DEL,2025-03-13T00:00:00,4800,4905.0,4719.36,1.054
DEL-HYD,2025-01-18T00:00:00,4000,3623.0,3948.02,0.913
DEL-HYD,2025-03-18T00:00:00,4000,3671.0,3948.02,0.998
DEL-SFO,2025-01-14T00:00:00,155000,156616.0,153026.8,0.995
MAA-SIN,2025-03-10T00:00:00,43000,38417.0,43609.84,0.918
DEL-LHR,2025-04-02T00:00:00,78000,80990.0,78809.47,1.081
BOM-DXB,2025-01-18T00:00:00,23500,27330.0,23934.7,1.027
DEL-JFK,2025-02-14T00:00:00,150000,212292.0,148984.21,1.003
BLR-DEL,2025-02-06T00:00:00,4200,4125.0,4167.2,0.965
DEL-MAA,2025-02-28T00:00:00,4800,4898.0,4731.56,0.982
BOM-DEL,2025-03-17T00:00:00,4500,6231.0,4573.91,1.05
BOM-DXB,2025-02-12T00:00:00,23500,28396.0,23934.7,1.159
BOM-DEL,2025-02-03T00:00:00,4500,4893.0,4573.91,1.058
DEL-SIN,2025-03-01T00:00:00,42000,47374.0,41912.03,1.145
DEL-CDG,2025-03-02T00:00:00,82000,76511.0,81879.47,0.954
MAA-SIN,2025-02-27T00:00:00,43000,45450.0,43609.84,1.018
HYD-DEL,2025-01-17T00:00:00,4000,3397.0,3959.32,0.83
DEL-SIN,2025-01-15T00:00:00,42000,36161.0,41912.03,0.913
DEL-DXB,2025-01-06T00:00:00,23000,21406.0,22540.02,0.962
DEL-JFK,2025-02-26T00:00:00,150000,160890.0,148984.21,0.958
DEL-SFO,2025-02-24T00:00:00,155000,145236.0,153026.8,0.971
DEL-JFK,2025-02-20T00:00:00,150000,177205.0,148984.21,1.091
DEL-HYD,2025-01-11T00:00:00,4000,4284.0,3948.02,1.08
DEL-SFO,2025-01-30T00:00:00,155000,155101.0,153026.8,0.993
DEL-SIN,2025-01-26T00:00:00,42000,46327.0,41912.03,1.033
BOM-DEL,2025-01-29T00:00:00,4500,4964.0,4573.91,1.1
DEL-BKK,2025-02-17T00:00:00,26000,25300.0,26199.07,0.941
BOM-DEL,2025-01-19T00:00:00,4500,5943.0,4573.91,1.148
BOM-LHR,2025-03-31T00:00:00,80000,84926.0,78553.85,1.042
BOM-DXB,2025-02-28T00:00:00,23500,28529.0,23934.7,1.095
DEL-CDG,2025-02-02T00:00:00,82000,81036.0,81879.47,1.04
BLR-DEL,2025-03-09T00:00:00,4200,4624.0,4167.2,0.975
DEL-BLR,2025-01-13T00:00:00,4200,3983.0,4259.57,0.908
DEL-SFO,2025-01-27T00:00:00,155000,137419.0,153026.8,0.887
BLR-DEL,2025-03-13T00:00:00,4200,4732.0,4167.2,1.092
DEL-GOA,2025-02-19T00:00:00,5200,4575.0,5135.18,0.923
DEL-DXB,2025-03-03T00:00:00,23000,23301.0,22540.02,1.051
DEL-BOM,2025-03-02T00:00:00,4500,4744.0,4474.38,0.963
BOM-DXB,2025-03-08T00:00:00,23500,23343.0,23934.7,0.919
DEL-LHR,2025-02-18T00:00:00,78000,78849.0,78809.47,0.999
DEL-HYD,2025-01-02T00:00:00,4000,3500.0,3948.02,0.909
DEL-GOA,2025-03-14T00:00:00,5200,5353.0,5135.18,1.023
DEL-BOM,2025-02-28T00:00:00,4500,4601.0,4474.38,0.955
HYD-DEL,2025-02-14T00:00:00,4000,5246.0,3959.32,0.965
HYD-DEL,2025-03-09T00:00:00,4000,4056.0,3959.32,0.923
DEL-CDG,2025-04-10T00:00:00,82000,77919.0,81879.47,1.036
BLR-DEL,2025-02-08T00:00:00,4200,4945.0,4167.2,1.093
HYD-DEL,2025-04-04T00:00:00,4000,4271.0,3959.32,0.983
DEL-JFK,2025-02-07T00:00:00,150000,177935.0,148984.21,1.069
MAA-DEL,2025-02-19T00:00:00,4800,4364.0,4719.36,0.913
BOM-DEL,2025-01-20T00:00:00,4500,4509.0,4573.91,0.978
DEL-LHR,2025-01-27T00:00:00,78000,80888.0,78809.47,1.036
DEL-JFK,2025-01-06T00:00:00,150000,166974.0,148984.21,1.059
DEL-SIN,2025-03-19T00:00:00,42000,36438.0,41912.03,0.896
MAA-DEL,2025-02-28T00:00:00,4800,4710.0,4719.36,1.01
BLR-DEL,2025-02-09T00:00:00,4200,4230.0,4167.2,0.921
DEL-CDG,2025-02-04T00:00:00,82000,72360.0,81879.47,0.953
MAA-DEL,2025-02-01T00:00:00,4800,5211.0,4719.36,1.082
DEL-BOM,2025-01-25T00:00:00,4500,4436.0,4474.38,0.956
GOA-DEL,2025-01-24T00:00:00,5200,6053.0,5301.36,1.058
GOA-DEL,2025-03-28T00:00:00,5200,5596.0,5301.36,0.985
DEL-CDG,2025-01-18T00:00:00,82000,82221.0,81879.47,0.974
DEL-DXB,2025-01-08T00:00:00,23000,23009.0,22540.02,1.068
DEL-MAA,2025-01-10T00:00:00,4800,4524.0,4731.56,0.91
BOM-DEL,2025-01-26T00:00:00,4500,4779.0,4573.91,0.943
DEL-CDG,2025-03-07T00:00:00,82000,72499.0,81879.47,0.881
DEL-BOM,2025-04-10T00:00:00,4500,5009.0,4474.38,1.052
DEL-BKK,2025-03-04T00:00:00,26000,32772.0,26199.07,1.162
DEL-SFO,2025-02-15T00:00:00,155000,152086.0,153026.8,0.974
DEL-BLR,2025-01-26T00:00:00,4200,4372.0,4259.57,0.946
DEL-JFK,2025-02-28T00:00:00,150000,170467.0,148984.21,1.019
GOA-DEL,2025-01-15T00:00:00,5200,5252.0,5301.36,0.983
DEL-DXB,2025-01-10T00:00:00,23000,23022.0,22540.02,1.021
BLR-DEL,2025-04-04T00:00:00,4200,5087.0,4167.2,1.094
DEL-MAA,2025-02-10T00:00:00,4800,4854.0,4731.56,1.015
MAA-DEL,2025-03-15T00:00:00,4800,4861.0,4719.36,0.985
DEL-HYD,2025-02-16T00:00:00,4000,4187.0,3948.02,1.023
DEL-HYD,2025-04-08T00:00:00,4000,3617.0,3948.02,0.998
MAA-DEL,2025-01-04T00:00:00,4800,4481.0,4719.36,0.979
DEL-GOA,2025-01-06T00:00:00,5200,4799.0,5135.18,0.97
DEL-CDG,2025-01-17T00:00:00,82000,74832.0,81879.47,0.926
DEL-SIN,2025-03-05T00:00:00,42000,36542.0,41912.03,0.905
DEL-CDG,2025-03-28T00:00:00,82000,78131.0,81879.47,0.933
HYD-DEL,2025-02-16T00:00:00,4000,4552.0,3959.32,1.071
DEL-BLR,2025-01-04T00:00:00,4200,4523.0,4259.57,0.962
DEL-BKK,2025-03-28T00:00:00,26000,30425.0,26199.07,1.007
DEL-BKK,2025-01-23T00:00:00,26000,29086.0,26199.07,1.063
DEL-MAA,2025-03-09T00:00:00,4800,5599.0,4731.56,1.057
BOM-DEL,2025-01-22T00:00:00,4500,4765.0,4573.91,1.001
DEL-BLR,2025-01-06T00:00:00,4200,4203.0,4259.57,1.019
DEL-BOM,2025-01-23T00:00:00,4500,4230.0,4474.38,0.958
BOM-DXB,2025-03-16T00:00:00,23500,23441.0,23934.7,0.907
MAA-DEL,2025-02-17T00:00:00,4800,4657.0,4719.36,1.016
DEL-BOM,2025-01-29T00:00:00,4500,4883.0,4474.38,1.049
DEL-BLR,2025-02-09T00:00:00,4200,4445.0,4259.57,0.982
MAA-DEL,2025-02-12T00:00:00,4800,4566.0,4719.36,0.95
DEL-BOM,2025-02-12T00:00:00,4500,5253.0,4474.38,1.122
HYD-DEL,2025-04-09T00:00:00,4000,4190.0,3959.32,0.992
DEL-SIN,2025-02-03T00:00:00,42000,41766.0,41912.03,1.018
MAA-SIN,2025-02-18T00:00:00,43000,46738.0,43609.84,1.066
DEL-JFK,2025-03-10T00:00:00,150000,154341.0,148984.21,0.936
HYD-DEL,2025-02-12T00:00:00,4000,3865.0,3959.32,0.957
MAA-SIN,2025-01-19T00:00:00,43000,49951.0,43609.84,1.061
BOM-LHR,2025-02-23T00:00:00,80000,87795.0,78553.85,1.127
DEL-SFO,2025-03-11T00:00:00,155000,157363.0,153026.8,1.0
DEL-GOA,2025-03-03T00:00:00,5200,5355.0,5135.18,1.07
DEL-BKK,2025-01-11T00:00:00,26000,29724.0,26199.07,1.024
BOM-DEL,2025-01-15T00:00:00,4500,4452.0,4573.91,0.979
DEL-GOA,2025-04-02T00:00:00,5200,4848.0,5135.18,0.949
DEL-LHR,2025-01-04T00:00:00,78000,83083.0,78809.47,0.993
DEL-MAA,2025-01-25T00:00:00,4800,4325.0,4731.56,0.89
MAA-DEL,2025-04-05T00:00:00,4800,4713.0,4719.36,0.946
DEL-SFO,2025-03-05T00:00:00,155000,136330.0,153026.8,0.887
DEL-GOA,2025-01-23T00:00:00,5200,5427.0,5135.18,1.097
DEL-SIN,2025-03-12T00:00:00,42000,33954.0,41912.03,0.911
DEL-DXB,2025-02-13T00:00:00,23000,23581.0,22540.02,1.054
DEL-BOM,2025-01-28T00:00:00,4500,4481.0,4474.38,0.991
DEL-SIN,2025-01-18T00:00:00,42000,36592.0,41912.03,0.862
BOM-DXB,2025-02-01T00:00:00,23500,26454.0,23934.7,1.04
BOM-DXB,2025-01-16T00:00:00,23500,26041.0,23934.7,1.054
DEL-BLR,2025-03-08T00:00:00,4200,5062.0,4259.57,1.137
DEL-BLR,2025-01-25T00:00:00,4200,4615.0,4259.57,1.026
BLR-DEL,2025-02-14T00:00:00,4200,6098.0,4167.2,1.055
MAA-DEL,2025-02-06T00:00:00,4800,4253.0,4719.36,1.006
HYD-DEL,2025-01-12T00:00:00,4000,4181.0,3959.32,1.016
MAA-SIN,2025-03-08T00:00:00,43000,46922.0,43609.84,1.037
DEL-BLR,2025-03-27T00:00:00,4200,4402.0,4259.57,1.077
BOM-LHR,2025-03-02T00:00:00,80000,76827.0,78553.85,0.933
BOM-LHR,2025-02-15T00:00:00,80000,62748.0,78553.85,0.82
DEL-JFK,2025-01-05T00:00:00,150000,165831.0,148984.21,1.095
DEL-JFK,2025-01-18T00:00:00,150000,169208.0,148984.21,1.043
DEL-LHR,2025-03-18T00:00:00,78000,75538.0,78809.47,0.938
DEL-SIN,2025-02-14T00:00:00,42000,57964.0,41912.03,1.015
BOM-DEL,2025-03-04T00:00:00,4500,4054.0,4573.91,0.878
BOM-LHR,2025-01-12T00:00:00,80000,81691.0,78553.85,1.006
DEL-JFK,2025-03-07T00:00:00,150000,170011.0,148984.21,0.969
DEL-DXB,2025-01-27T00:00:00,23000,19621.0,22540.02,0.876
DEL-DXB,2025-01-31T00:00:00,23000,21889.0,22540.02,0.928
BOM-DXB,2025-01-04T00:00:00,23500,24656.0,23934.7,0.913
BOM-DXB,2025-02-25T00:00:00,23500,24505.0,23934.7,0.987
DEL-CDG,2025-01-31T00:00:00,82000,79646.0,81879.47,0.936
DEL-GOA,2025-03-07T00:00:00,5200,5061.0,5135.18,1.009
BOM-DEL,2025-03-06T00:00:00,4500,4716.0,4573.91,1.046
DEL-BLR,2025-03-19T00:00:00,4200,4275.0,4259.57,1.042
DEL-BLR,2025-01-28T00:00:00,4200,3950.0,4259.57,0.933
MAA-SIN,2025-02-06T00:00:00,43000,50138.0,43609.84,1.126
MAA-DEL,2025-01-26T00:00:00,4800,5095.0,4719.36,1.08
DEL-JFK,2025-02-04T00:00:00,150000,154568.0,148984.21,0.95
DEL-BLR,2025-02-25T00:00:00,4200,4135.0,4259.57,1.008
DEL-GOA,2025-02-08T00:00:00,5200,5200.0,5135.18,1.002
BOM-DEL,2025-01-03T00:00:00,4500,5236.0,4573.91,1.038
GOA-DEL,2025-01-19T00:00:00,5200,6253.0,5301.36,1.096
DEL-GOA,2025-01-25T00:00:00,5200,5249.0,5135.18,1.015
DEL-BLR,2025-01-08T00:00:00,4200,4040.0,4259.57,0.919
HYD-DEL,2025-01-04T00:00:00,4000,3862.0,3959.32,0.924
DEL-DXB,2025-02-19T00:00:00,23000,21268.0,22540.02,0.968
BOM-DEL,2025-02-06T00:00:00,4500,4628.0,4573.91,0.981
DEL-BLR,2025-02-17T00:00:00,4200,4581.0,4259.57,1.102
DEL-CDG,2025-03-05T00:00:00,82000,72400.0,81879.47,0.876
BLR-DEL,2025-01-07T00:00:00,4200,4786.0,4167.2,1.041
BOM-DEL,2025-02-19T00:00:00,4500,4815.0,4573.91,0.973
DEL-DXB,2025-03-21T00:00:00,23000,24581.0,22540.02,1.058
DEL-BOM,2025-02-08T00:00:00,4500,4479.0,4474.38,0.948
DEL-BOM,2025-01-14T00:00:00,4500,4885.0,4474.38,1.13
DEL-CDG,2025-03-17T00:00:00,82000,104750.0,81879.47,1.063
DEL-SIN,2025-02-08T00:00:00,42000,46320.0,41912.03,1.037
GOA-DEL,2025-04-04T00:00:00,5200,5843.0,5301.36,0.986
DEL-LHR,2025-03-28T00:00:00,78000,79901.0,78809.47,0.932
DEL-LHR,2025-03-24T00:00:00,78000,75196.0,78809.47,0.941
BOM-LHR,2025-03-13T00:00:00,80000,78189.0,78553.85,0.996
MAA-DEL,2025-01-24T00:00:00,4800,4837.0,4719.36,0.996
DEL-BOM,2025-02-02T00:00:00,4500,5453.0,4474.38,1.132
DEL-GOA,2025-02-14T00:00:00,5200,6779.0,5135.18,1.041
DEL-LHR,2025-01-08T00:00:00,78000,79318.0,78809.47,0.898
MAA-DEL,2025-02-03T00:00:00,4800,4481.0,4719.36,0.994
